Country,OrgName,OrgType,Description,Amount
Eastern Europe & Central Asia Regional Office,Moscow Higher School of Economics,Government,EECARO WP with Moscow Higher School of Economics,"68,041.21"
Eastern Europe & Central Asia Regional Office,East European Institute for Reproductive Health (EEIRH),NGO,EECARO WP with East European Institute for Reproductive Health (EEIRH),"755,155.78"
Eastern Europe & Central Asia Regional Office,Center for Reproductive Rights,NGO,EECARO WP with Center for Reproductive Rights - CRR (BRO2),"278,921.01"
Eastern Europe & Central Asia Regional Office,"International Centre for Reproductive Health (ICRH), Ghent University",NGO,"EECARO WP with International Centre for Reproductive Health (ICRH), Ghent University","90,683.96"
Eastern Europe & Central Asia Regional Office,"Information and Publishing Center ""Statistics of Russia""",NGO,EECARO WP with RosStat,"57,948.81"
Albania,Fondacioni NESMARK,NGO,Revision 4 - WP 2023 with Fondacioni NESMARK,"73,009.07"
Albania,Albanian Center for Population and Development (ACPD),NGO,WP 2 with ACPD-EU4GE,"123,992.80"
Albania,Act for Society Center,NGO,Revision 2 of Work Plan 2023 with Act for Society,"58,012.48"
Albania,Youth Voice Network of Organizations,NGO,"Revision 2- WP 2023 with YVNO - YPS strengthening, and participation in the combat against hate speech","74,769.57"
Armenia,Women’s Development Resource Center Foundation,NGO,WINNET,"88,397.98"
Armenia,OxYGen Foundation for Protection of Youth and Women Rights,NGO,Addressing GBSS and other harmful practices in Armenia,"112,086.47"
Armenia,Women’s Support Center,NGO,ARM04WSC,"68,215.97"
Armenia,“Nork” Social Services Technology and Awareness Center Foundation,NGO,eDisability Module 1 Development,"77,782.01"
Belarus,Belarusian State University,Government,"Strengthening Scientific and Educational Capacity of the Republic of Belarus in the Area of Collection, Analysis and Use of Demographic Data to achieve Sustainable Development Goals","99,763.37"
Bosnia & Herzegovina,Mozaik Foundation,NGO,AWP Mozaik Foundation,"71,386.21"
Bosnia & Herzegovina,Center for Educational Initiatives Step by Step,NGO,AWP CEI Step by Step,"140,096.41"
Bosnia & Herzegovina,Udruženje KonjuhLab,NGO,Workplan for Udruženje KonjuhLab,"66,816.75"
Georgia,Z.Danelia’s Union Tanadgoma,NGO,"GEO04RHA – Support to Increased Access to Basic Quality SRH Services; and, to promote an enabling environment for sustainable peace in Abkhazia, Georgia","154,688.10"
Georgia,Care Together,NGO,GEO04GTP_Gender Transformative Programming,"60,396.18"
Kazakhstan,Kazakhstan Association on Sexual and Reproductive Health (KMPA),NGO,KMPA_AWP_2023_BR_G,"62,102.40"
Kazakhstan,East European Institute for Reproductive Health (EEIRH),NGO,WP EEIRH 2023_BR_D,"89,459.45"
Kazakhstan,"Public Fund ""WEF Orkendeu""",NGO,"""WEF""Orkendeu""_AWP_2023_BR_I","152,601.49"
Kazakhstan,Union of Fathers,NGO,Union of Fathers AWP 2023_BR_C,"58,738.35"
Kosovo,Artpolis,NGO,Gender Addressing ender quality and GBV through Art and Activism,"79,300.73"
Kosovo,Red Cross of Kosova,NGO,Minimum Initial Service Package (MISP) for Reproductive Health,"64,616.11"
Kosovo,Aksioni për Nënat dhe Fëmijët/Action for Mothers and Children,NGO,Improvement of Reproductive Health by strengthening advocacy efforts through Coalition K10 and expansion cervical cancer screening program,"60,539.16"
Kosovo,"Qendra për Këshillim, Shërbime Sociale dhe Hulumtime/Center for Counselling and Social Services Research",NGO,Counseling for prevention,"75,433.30"
Kyrgyzstan,"Public Association ""Kyrgyz Family Planning Alliance""",NGO,Workplan between UNFPA and PU Kyrgyz Family Planning Alliance (KGZ05KFP Revision VII 2023),"320,404.61"
Kyrgyzstan,Public Fund “CIDP Partners”,NGO,"Workplan between UNFPA and Public Fund ""Center of Research of Democratic Processes"" (KGZ05CDP Revision VI 2023 AWP)","179,215.59"
Kyrgyzstan,Foundation for Tolerance International,NGO,"Work Plan between UNFPA and ""Foundation for Tolerance International"" (KGZ05FTI, Revision II, 2023)","116,941.56"
Kyrgyzstan,National Red Crescent Society of the Kyrgyz Republic,NGO,Workplan between UNFPA and Red Crescent Society (KGZ05RCS Revision V AWP 2023),"78,672.96"
Kyrgyzstan,"Public Association ""Kyrgyz Indigo""",NGO,"Workplan between UNFPA and Public Association ""Kyrgyz Indigo"" (UBARFKIN Revision II 2023)","60,714.12"
Kyrgyzstan,Association of Crisis Centers,NGO,"Workplan between UNFPA and Association of Crisis Centers (KGZ05ACC Revision III, 2023)","173,703.98"
Kyrgyzstan,Enactus KG Teams,NGO,"Work Plan between UNFPA and Public Union ""Enactus KG Teams"" (KGZ05ENA, Revision II, 2023)","73,124.60"
Kyrgyzstan,"Public Association ""Kyrgyz Alliance of Midwives""",NGO,KGZ05KAM Revision I 2023,"64,594.23"
Macedonia,Macedonian Medical Association,NGO,2023 Annual Work Plan between UNFPA and the Macedonian Medical Association,"65,659.68"
Macedonia,Institute of Communication Studies,NGO,2022 Annual Work Plan between UNFPA and Institut za Komunikaciski Studii Skopje,"89,374.03"
Macedonia,Youth Educational Forum,NGO,2023 Work Plan between UNFPA and Youth Educational Forum,"64,746.91"
Moldova Republic,Compania Nationala de Asigurari in Medicina (National Health Insurance Company),Government,2023 Work Plan with National Health Insurance Company,"182,087.33"
Moldova Republic,Institutul Mamei și Copilului (Mother and Child Institute),Government,"2023 Work Plan with Public Medical-Sanitary Institution ""Mother and Child Institute""","171,589.40"
Moldova Republic,Consiliul Național pentru Determinarea Dizabilității și Capacității de Muncă (National Council for Disability and Work Ability Assessment),Government,2023 Work Plan with National Council for Disability and Work Ability Assessment (NCDAWA) and UNFPA,"50,000.00"
Moldova Republic,Artemida,NGO,2023 Work Plan with ARTEMIDA,"710,595.03"
Moldova Republic,Women's Law Center,NGO,Workplan with Women's Law Center,"50,113.96"
Moldova Republic,HelpAge International,NGO,2023 Work Plan with HelpAge International,"365,689.99"
Moldova Republic,Central Educational PRO-DIDACTICA,NGO,2023 Work Plan with PRODIDACTICA,"254,859.13"
Moldova Republic,"Fundația Reprezentanța din Republica Moldova a Fundației ""Terre des hommes"" Lausanne-Elveția (Foundation ""Terre des hommes"" Moldova)",NGO,"WP with Fundația Reprezentanța din Republica Moldova a Fundației ""Terre des hommes"" Lausanne-Elveția (Foundation ""Terre des hommes"" Moldova)","80,327.08"
Moldova Republic,"Institutul de Instruire în Dezvoltare ""MilleniuM"" (""MilleniuM"" Training and Development Institute)",NGO,"2023 Work Plan ""Institutul de Instruire în Dezvoltare ""MilleniuM""","292,195.51"
Moldova Republic,Youth Media Center,NGO,2023 Work Plan with Youth Media Center,"253,636.04"
Moldova Republic,Homecare Association,NGO,2023 Work Plan HOMECARE,"598,383.95"
Moldova Republic,"Asociatia Obsteasca Gender-Centru (Public Association ""Gender Center"")",NGO,2023 Work Plan with Gender Center,"289,183.35"
Moldova Republic,Institutul pentru Familie și Inițiative Sociale (Institute for Family and Social Initiatives),NGO,2023 Work Plan with Institute for Family and Social Initiatives,"181,641.15"
Moldova Republic,World Food Programme (WFP),UN,Provision of Emergency Cash Assistance to Crisis-Affected Populations in Moldova,"790,620.00"
Serbia,Ana and Vlade Divac Foundation,NGO,"Strengthening the role of youth in promoting increased mutual understanding, constructive narrative, respect for diversity, and trust","178,892.96"
Serbia,UN Women,UN,"Peer Mentoring Program for promotion of human rights, gender equality and increased youth participation in Serbia","50,244.28"
Tajikistan,Agency on Statistics,Government,Workplan 2023 for the Agency on Statistics withinTJK05P44 Population Change and Data & TJK05SLI Spotlight Initiative Project,"78,875.19"
Tajikistan,Ministry of Health,Government,BR_A_WP 2023 for the MOHSP under TJK05G33,"121,700.14"
Tajikistan,Institute of Economy and Demography under the National Academy of Science of Tajikistan,Government,Workplan for 2023 for PGTI09 Institute of Economics and Demography within TJK05P44 Population Change and Data,"71,447.86"
Tajikistan,"""Gender and Development"" Public Organization",NGO,Budget Revision A_2023 WP for PN4163 - Gender and Development,"324,888.51"
Tajikistan,Tajik Family Planning Association,NGO,"2023 WP Revision F for PN5962 - Tajik Family Planning Association under FPRHCTJK, TJK05R21","483,773.89"
Tajikistan,"Общественная организация /Солим""/ (Public organization ""Solimi"")",NGO,"BR_A for WP 2023 for PN8181 - Public Organization ""Solimi""","173,332.54"
Türkiye,Harran University,Government,Harran Universitesi Work Plan - WGSS,"420,122.57"
Türkiye,Hacettepe University Institute of Population Studies,Government,HUIPS Workplan,"271,764.36"
Türkiye,Eskişehir Osmangazi University,Government,Eskisehir Osmangazi Universitesi Work Plan,"214,774.01"
Türkiye,Syrian American Medical Society Foundation (SAMS Foundation),NGO,SAMS 2023 Work Plan,"1,863,741.13"
Türkiye,Shafak Organization,NGO,SHAFAK 2023 Work Plan,"2,074,717.13"
Türkiye,Association for Social Development and Aid Mobilization,NGO,ASAM WP,"1,110,061.44"
Türkiye,Ihsan Relief and Development,NGO,Ihsan RD 2023 Work Plan,"4,039,703.53"
Türkiye,KAMER Foundation,NGO,KAMER Work Plan,"655,287.26"
Türkiye,Mother Child Education Foundation,NGO,Mother Child Education Foundation Workplan,"124,453.24"
Türkiye,Sabanci University,NGO,Teachers Network,"101,119.44"
Türkiye,Kirmizi Semsiye Cinsel Saglik ve Insan Haklari Dernegi (Red Umbrella Sexual Health and Human Rights Association),NGO,Red Umbrella Work Plan,"429,684.76"
Türkiye,Türkiye Aile Sagligi ve Planlamasi Vakfi (Turkish Family Health and Planning Foundation),NGO,TAPV Workplan,"114,053.22"
Türkiye,Saglikta Genc Yaklasimlar Dernegi (Youth Approaches to Health Association (YAHAD)),NGO,Saglikta Genc Yaklasimlar Dernegi Workplan,"1,101,484.57"
Türkiye,Positive Living Association,NGO,Positive Living Association Work Plan,"2,837,196.46"
Türkiye,Association of Public Health Experts (HASUDER),NGO,HASUDER Work Plan,"124,895.57"
Türkiye,Sivil Toplum Gelistirme Merkezi Dernegi (Civil Society Development Center),NGO,Civil Society Development Center Workplan,"176,185.35"
Türkiye,Relief International,NGO,RI 2023 Work Plan,"2,696,827.57"
Türkiye,Dünya Doktorlari Dernegi (Médecins du Monde),NGO,MDM WP,"196,122.12"
Ukraine,International Organization for Migration,UN,Joint Partnership between UNFPA and IOM for Cash Assistance to Pregnant and Lactating Women,"544,161.71"
Ukraine,Kyiv City Center for Gender Equality,Government,"WP with Kyiv City Center for Gender Equality, Prevention and Combating Violence(Rev. 2)","111,822.12"
Ukraine,State Statistics Service of Ukraine,Government,WP with State Statistics Service of Ukraine (Rev#1),"62,837.85"
Ukraine,East European Institute for Reproductive Health (EEIRH),NGO,"2023 Work Plan with the East European Institute for Reproductive Health, Rev#1","61,018.28"
Ukraine,"International Charitable Fund ""Ukrainian Women's Fund""",NGO,"WP with ICF ""Ukrainian Women's Fund"" Rev3 FC","370,444.29"
Ukraine,"Charity Foundation ""Women's Health & Family Planning""",NGO,"Work Plan with the CF ""Women Health & Family Planning"" Rev9","1,114,318.98"
Ukraine,"Civil Society Organization ""La Strada-Ukraine""",NGO,"Work Plan with the CSO ""La Strada Ukraine"" (Rev.4)","191,383.27"
Ukraine,"Public organization ""EdCamp Ukraine""",NGO,Work plan with EdCamp Ukraine_Rev.4,"181,013.35"
Ukraine,"Charitable Organization ""All-Ukrainian Network of People Living with HIV/AIDS""",NGO,"WP with CO ""All Ukrainian Network PLWH"" Rev.7","1,528,271.27"
Ukraine,"Non-governmental Organization ""Internews Ukraine""",NGO,Work plan with Internews Ukraine_Rev3,"124,779.13"
Ukraine,Women’s League of Donnechyna,NGO,"Work Plan with the Women’s League of Donnechyna, Rev # 4","125,988.67"
Ukraine,"Non-governmental Organization ""Innovative Social Solutions""",NGO,"Work plan with NGO ""Innovative Social Solutions"" (Rev. #8)","5,437,303.95"
Ukraine,"Charity Fund ""Butterfly""",NGO,2023 Work Plan with the CF «Butterfly»_Rev8,"2,434,841.99"
Ukraine,"Youth Non-governmental Organization ""MOLODIZH""",NGO,"WP with Youth NGO ""MOLODIZH"" (Rev.10)","583,403.79"
Ukraine,"Charity Fund ""Posmishka UA""",NGO,"Work Plan with the CF ""Posmishka UA"", (Rev#6)","1,276,235.98"
Ukraine,"Public Organization ""Public Movement ""Faith, Hope, Love""",NGO,"Work plan with PO PM ""Faith, Hope, Love"", (Rev#7)","2,088,199.58"
Ukraine,"Charitable Organization ""Youth Charitable Fund ""Initiative""",NGO,"Work plan with CO YCF ""Initiative"", Rev8","3,906,058.02"
Ukraine,"Charitable Foundation ""Beetroot Academy""",NGO,"2023 Work Plan with the Charitable organisation""CF Beetroot Academy"", Rev#1","127,657.58"
Ukraine,"Non-governmental Organization ""M.ART.IN-club""",NGO,"2023 Work Plan with the NGO ""M.ART.IN-club"" Rev7","1,236,110.98"
Ukraine,"Non-governmental Organization ""Neemia""",NGO,2023 Work Plan with the NGO Neemia_Rev5,"742,008.30"
Ukraine,"Non-governmental Organization ""Fishermen Club of Ukraine (FCU)""",NGO,"Work Plan with IP Uafishing club, Rev#6","540,216.98"
Ukraine,"Charitable Fund ""Institute for Child and Family Development""",NGO,WP with Institute for Child&Family Dev Rev9,"1,533,528.18"
Ukraine,"Non-governmental Organization ""Union of Anticorruption Experts""",NGO,WP with NGO UA-Experts (Rev.5),"837,003.25"
Ukraine,Association of Experts on Gender-Based Violence Prevention and Response,NGO,Work Plan with the NGO «Association of Experts in GBV Prevention and Response» (Rev.5),"2,202,444.52"
Ukraine,UN Office for Project Services (UNOPS),UN,UNOPS Specialized equipment to enable effective forensic examination of CRSV cases,"671,777.91"
East & Southern Africa Regional Office,Asian Population and Development Association (APDA),NGO,APDA : Leadership of African and Asian Parliamentarians in the implementation of ICPD25 commitments,"136,795.53"
East & Southern Africa Regional Office,Amref Health Africa,NGO,AMREF: Youth Power! Strengthening Africa’s response and Social Accountability for Sexual and Reproductive Health through Active Meaningful Youth Engagement,"215,076.00"
East & Southern Africa Regional Office,Equality Now,NGO,Regional and National Advocacy to Eradicate Child Marriage in East and Southern Africa,"376,872.04"
East & Southern Africa Regional Office,African Population and Health Research Center (APHRC),NGO,Spotlight Initiative Africa Regional Programme: APHRC together with UNFPA response to prevent violence against women and girls in East and Southern Africa,"206,026.90"
East & Southern Africa Regional Office,South African Medical Research Council (SAMRC),NGO,SAMRC: Support Demographic Surveillance Sites (DSS) to track health seeking behaviors and experiences with the delivery of SRHR services during and after the COVID-19 pandemic. 2. Good Quality Essential Services for Survivors of Violence,"97,766.49"
East & Southern Africa Regional Office,African Technology Innovation Hubs Initiative,NGO,Afrilabs Implementation of Incubation programme : UNFPA Early and Unintended Pregnancies (EUP) HackLab and Female Genital Mutilation (FGM) Stretch Hubs Projects,"224,071.26"
Angola,Ministério da Juventude e Desportos,Government,Adolescentes e Jovens,"232,742.62"
Angola,Instituto Nacional de Estatística,Government,Apoio ao Instituto Nacional de Estatística,"130,269.46"
Angola,Centro de Apoio aos Jovens,NGO,Reforço das Capacidades das Organizações Lideradas por Jovens e Empoderamento de Raparigas,"425,737.07"
Angola,Associação Mwana Pwo,NGO,Empowering Girls Learning For all - PATII,"131,624.86"
Angola,World Vision International,NGO,Improving Health Information System in Humanitarian Settings and Empowering Girls at School,"350,348.96"
Angola,"Trauma Resource Institute, Inc.",NGO,"Safeguard Young People (SYP) Programme Project in Angola, Community Resilience Model (CRM)™ Training","121,136.25"
Burundi,Ministere de la Sante,Government,Plan de travail 2023 avec le Ministère de la Santé Publique et de la Lutte contre le SIDA - ABREMA,"1,187,090.19"
Burundi,Ministère du Genre,Government,"Plan de Travail Annuel 2023 avec le Ministère de la Solidarité Nationale , des Affaires Sociales , des Droits de la Personne Humaine et du Genre","67,017.03"
Burundi,Association Burundaise pour le Bien Etre Familial,NGO,"Plan de Travail 2023 avec l'Association Burundaise pour le Bien Etre Familial ""ABUBEF""","206,619.77"
Burundi,Initiative Seruka pour les victimes de Viol,NGO,Plan de Travail Annuel 2023 avec le Centre SERUKA,"52,292.35"
Burundi,Stichting Iplusolutions,NGO,Plan de travail 2022 -2023,"96,637.39"
Burundi,ALUXFIN Burundi,NGO,Plan de travail annuel révisé pour 2023 avec Auxfin Burundi,"188,088.33"
Comoros,"Ministère de la Santé, de la Solidarité, de la Protection Sociale et de la Promotion du Genre",Government,Plan de Travail Annuel Santé de la Reproduction 2023,"138,458.37"
Democratic Republic of the Congo,"Ministère de la Jeunesse, et Sports et Loisir",Government,"Plan de Travail 2023 entre le Ministère de la Jeunesse et Initiation a la Nouvelle Citoyennete, et le Fonds des Nations Unies pour la Population","98,448.00"
Democratic Republic of the Congo,Programme National de Santé de la Reproduction,Government,Plan de Travail 2023 Révisé du Programme National de Sante de la Reproduction (PNSR),"418,534.81"
Democratic Republic of the Congo,"Service National Femme et Développement, Ministère du Genre, de la Famille et Enfants",Government,"Plan de Travail 2023 entre le Ministère du Genre, Famille et Enfants et le Fonds des Nations Unies pour la Population","269,780.00"
Democratic Republic of the Congo,Institut Supérieur des Techniques Médicales,Government,"Plan du Travail 2023 Révisé entre le Fonds des Nations Unies pour la population et l'Institut Supérieur des Techniques Médicales, ISTM-Kinshasa","157,202.00"
Democratic Republic of the Congo,Division Provinciale de la Santé Sud Kivu,Government,Plan de Travail 2023 entre le Fonds des Nations Unies pour la Population et la Division Provincial Santé Sud Kivu,"66,044.00"
Democratic Republic of the Congo,Ministère du Plan,Government,Plan de Travail 2023 entre LE MINISTERE DU PLAN ET LE FONDS DES NATIONS UNIES POUR LA POPULATION,"409,350.02"
Democratic Republic of the Congo,Division Provinciale de la Santé du Kongo Central,Government,Plan de Travail Annuel 2023 entre la Division Provincial de la Santé du Kongo Central et les Fonds des Nations Unies pour la Population,"130,858.54"
Democratic Republic of the Congo,Division Provinciale de la Santé de Kwilu,Government,Plan de Travail Annuel 2023 entre la Division Provincial de la Santé de Kwilu et les Fonds des Nations Unies pour la Population,"58,450.00"
Democratic Republic of the Congo,Division Provinciale de la Santé Ituri,Government,Plan de Travail 2023 entre la Division Provincial Santé Ituri et les Fonds des Nations Unies pour la Population,"59,251.00"
Democratic Republic of the Congo,Division Provinciale de la Santé du Tanganyika,Government,Plan de Travail 2023 entre la Division Provincial de la Santé du Tanganyika et les Fonds des Nations Unies pour la Population,"115,847.00"
Democratic Republic of the Congo,Division Provinciale de la Santé du Kasai Oriental,Government,Plan de Travail Annuel 2023 entre la Division Provincial de la Santé du Kasai Oriental et les Fonds des Nations Unies pour la Population,"168,750.00"
Democratic Republic of the Congo,Division Provinciale de la Santé de Kasai,Government,Plan de Travail Annuel 2023 entre Division Provincial de la Santé du Kasai et Fonds des Nations Unies pour la Population,"117,110.00"
Democratic Republic of the Congo,Association pour le Bien-Être Familial et Naissances Désirables,NGO,Plan de Travail 2023 entre L'Association pour le Bien-Être Familial et Naissances Désirables et le Fonds des Nations Unies pour la Population,"436,648.66"
Democratic Republic of the Congo,Programme de Promotion de Soins de Sante Primaires (PPSSP),NGO,Plan de Travail 2023 entre le PPSSP et le Fonds des Nations Unies pour la Population,"266,411.66"
Democratic Republic of the Congo,Caritas Developpement Goma,NGO,Plan de travail annuel 2023 entre Caritas Developpement Goma et le Fonds des Nations Unies pour la Population,"942,692.62"
Democratic Republic of the Congo,Ligue de la Zone Afrique pour la Défense des Droits des Enfants et Étudiants (LIZADEEL),NGO,Plan de Travail Annuel 2023 entre LIZADEEL et UNFPA,"93,000.00"
Democratic Republic of the Congo,Medecins d'Afrique,NGO,Plan de Travail Annuel 2023 entre Medecins d'Afrique et le Fonds des Nations Unies pour la Population,"118,602.00"
Democratic Republic of the Congo,Caritas Développement Kananga,NGO,Plan de Travail 2023 entre Caritas Développement Kananga et le Fonds des Nations Unies pour la Population,"818,826.95"
Democratic Republic of the Congo,MAGNA Enfants en Péril,NGO,Plan de Travail 2023 entre MAGNA Enfants en Peril et Le Fonds des Nations Unies pour la Population,"951,995.11"
Democratic Republic of the Congo,Association des Jeunes Islamique pour le Développement (AJID),NGO,Plan de Travail Annuel 2023 Revise entre AJID et le Fonds des Nations Unies pour la Population,"374,018.00"
Democratic Republic of the Congo,HEAL Africa,NGO,Plan de Travail 2023 entre HEAL Africa et le Fonds des Nations Unies pour la Population,"1,251,658.91"
Democratic Republic of the Congo,Service d'Accompagnement et de Renforcement des Capacités d'Auto promotion de la Femme (SARCAF),NGO,Plan de Travail 2023 entre SARCAF et le Fonds des Nations Unies pour la Population,"118,283.66"
Democratic Republic of the Congo,INTERSOS,NGO,Plan de Travail Annuel 2023 entre INTERSOS et le Fonds des Nations Unies pour la Population,"821,671.71"
Democratic Republic of the Congo,Caritas Developpement Butembo-Beni,NGO,Plan de travail 2023 entre Caritas Butembo Beni et le Fonds des Nations Unies pour la Population (UNFPA),"168,099.00"
Democratic Republic of the Congo,Fondation Panzi,NGO,Plan de Travail Annuel 2023 Revise entre Fondation Panzi et le Fonds des Nations Unies pour la Population,"235,775.62"
Democratic Republic of the Congo,Transcultural Psychosocial Organisation,NGO,Plan de Travail Annuel 2023 Revise entre Transcultural Psychosocial Organisation et le Fonds des Nations Unies pour la Population,"1,211,388.10"
Democratic Republic of the Congo,Caritas Développement du Diocèse de Bunia,NGO,Plan de Travail Annuel 2023 entre Caritas Bunia et le Fonds des Nations Unies pour la Population,"460,189.41"
Democratic Republic of the Congo,Association pour la Promotion et l'Eveil de la Femme,NGO,Plan de Travail Annuel 2023 entre Association pour la Promotion et l'Eveil de la Femme « APEF » et le Fonds des Nations Unies pour la Population,"174,510.00"
Democratic Republic of the Congo,Solidarité Féminine pour la Paix et le Développement Intégral,NGO,Plan de Travail 2023 REVISE entre SOFEPADI ET UNFPA,"947,857.56"
Democratic Republic of the Congo,Femmes Main dans la Main pour le Développement du Kasai,NGO,Plan de Travail Annuel 2023 entre Femmes Main dans la Main pour le Développement du Kasai et le Fonds des Nations Unies pour la Population,"210,595.96"
Democratic Republic of the Congo,Jeunesse en Action pour le Développement Durable (JADD),NGO,Plan de Travail Annuel 2023 entre UNFPA et Jeunesse et Développement Durable,"94,964.50"
Democratic Republic of the Congo,African Youth and Adolescents Network (AfriYAN) ASBL,NGO,Plan de Travail 2023 entre AfriYAN ASBL et le Fonds des Nations Unies pour la Population (UNFPA),"377,883.00"
Democratic Republic of the Congo,Action pour la Promotion de la Santé de la Mere et de l'Enfant,NGO,Plan de Travail Annuel 2023 entre Action pour la Promotion de la Santé de la Mere et de l'Enfant et les Fonds des Nations Unies pour la Population,"449,149.00"
Democratic Republic of the Congo,Centre d'Etudes et d'Actions Sociales,NGO,Plan de Travail Annuel 2023 Revise entre CENEAS et le Fonds des Nations Unies pour la Population,"1,073,113.88"
Democratic Republic of the Congo,World Vision International,NGO,Plan de Travail 2023 Revise Entre le Fonds des Nations Unies pour la Population (UNFPA) et World Vision,"1,643,862.09"
Democratic Republic of the Congo,Association de Sante Familiale,NGO,"Plan de Travail Annuel 2023 Revise entre Association pour la Sante Familiale ""ASF"" et le Fonds des Nations Unies pour la Population ""UNFPA""","515,649.68"
Democratic Republic of the Congo,SANRU (Soins de Santé primaires en milieu Rurale),NGO,Plan de Travail 2023 REVISE entre SANRU et le Fonds des Nations Unies pour la Population,"848,912.41"
Democratic Republic of the Congo,Enfant-Avenir,NGO,Plan de Travail Annuel 2023 entre Enfant Avenir et Fonds des Nations Unies pour la Population,"187,000.00"
Democratic Republic of the Congo,Communauté des Amis de la Nature et de la Culture (CANACU),NGO,Plan de Travail Annuel 2023 entre CANACU et le Fonds des Nations Unies pour la Population,"74,999.90"
Democratic Republic of the Congo,ActionAid,NGO,Plan de Travail Annuel 2023 entre Action Aid et le Fonds des Nations Unies pour la Population (UNFPA),"669,814.39"
Democratic Republic of the Congo,Action pour le Bien-être Communautaire,NGO,Plan de Travail Annuel 2023 entre Action pour le Bien-Être Communautaire (ABCom) et les Fonds des Nations Unies pour la Population (UNFPA),"260,205.50"
Democratic Republic of the Congo,Reseau d'Action pour le Developpement et Progres Integres (RADPI),NGO,Plan de Travail annuel 2023 révisé entre Réseau d'Action pour le Développement et Progrès Intégré (RADPI) et le Fonds des Nations Unies pour la Population,"358,141.21"
Democratic Republic of the Congo,Forum des Mamans de l'Ituri,NGO,Plan de travail 2023 entre Forum des Mamans de l'Ituri et le Fonds des Nations Unies pour la Population (UNFPA),"158,099.81"
Democratic Republic of the Congo,Focus Droits et Acces,NGO,Plan de travail 2023 entre Focus droits et acces et le Fonds des Nations Unies pour la Population (UNFPA),"259,694.00"
Democratic Republic of the Congo,UN Women,UN,Plan de Travail 2023 entre UNFPA ET ONUFEMMES,"302,908.64"
Democratic Republic of the Congo,UN Children's Fund (UNICEF),UN,Plan de Travail Annuel 2023 entre UNFPA ET UNICEF,"149,761.85"
Eritrea,Ministry of Health,Government,"Access to comprehensive MNH, FP, HIV and AYH services","194,451.96"
Eritrea,Ministry of Labor and Social Welfare,Government,Strengthened systems to address GBV & harmful practices,"152,686.01"
Eswatini,The Family Life Association,NGO,2023 Workplan between United Nations Population Fund (UNFPA) and The Family Life Association of Swaziland (FLAS) to Support the Seventh Country Programme on SRHR/HIV/FP Integration Rev1/23,"117,142.17"
Ethiopia,Ministry of Health,Government,Workplan between UNFPA and Ministry of Health for EFY2016 on Family Planning Programme,"878,929.24"
Ethiopia,Ethiopian Statistics Service,Government,Workplan between UNFPA and Ethiopian Statistics Services (ESS) for EFY2016 on Data and Development,"231,656.69"
Ethiopia,Ministry of Women and Social Affairs,Government,Workplan between UNFPA and MOWSA for EFY 2016 on Adolescent and Youth Capacity Development,"352,628.42"
Ethiopia,Ethiopian Pharmaceuticals Supply Service,Government,Work Plan for EFY 2016 between EPSS and UNFPA,"378,860.23"
Ethiopia,Southern Nation and Nationalities Peoples Region Bureau of Finance and Economic Cooperation,Government,Workplan between SNNPR BoFEC and UNFPA EFY2016 - Adolescents & Youth Capacity Development,"362,000.43"
Ethiopia,Oromia Regional State Bureau of Finance and Economic Cooperation,Government,Workplan between UNFPA and Oromia BOFED -EFY2016-Adolescents and Capacity Development,"1,264,452.95"
Ethiopia,Amhara Regional State Bureau of Finance and Economic Development,Government,Workplan between UNFPA and Amhara BoFED - EFY2016 Adolescents and Youth Development,"1,163,751.88"
Ethiopia,Afar Regional State Bureau of Finance and Economic Development,Government,Workplan between UNFPA and Afar BOFED- EFY2016-Adolescents and Youth Development,"463,998.62"
Ethiopia,Addis Ababa University,Government,2016 EFY Work Plan with AAU/School of Public Health on Workforce development and evidence generation,"73,349.77"
Ethiopia,Ethiopian Food and Drug Authority,Government,2016 EFY Work Plan with EFDA on ensuring the quality of SRH products,"172,158.98"
Ethiopia,Benshangul Gumuz Bureau of Finance and Economic Development,Government,Workplan EFY 2016 between UNFPA and Benshangul Gumuz Bureau of Finance and Economic Cooperation (Benishangul Gumuz BoFEC): SGBV/HTPs Programme,"77,774.98"
Ethiopia,Gambella Bureau of Finance and Economic Development,Government,Workplan between UNFPA and Gambella BoFEC- EFY2016 Adolescents & Youth Development,"367,317.32"
Ethiopia,Federal Supreme Court,Government,Workplan EFY 2016 between UNFPA and Federal Supreme Court (FSC) - SGBV/HTPs Programme,"63,482.41"
Ethiopia,Somali Regional State Bureau of Finance and Economic Development,Government,Workplan between Somali BoFEC and UNFPA for EFY 2016 Monitoring and Evaluation,"442,382.07"
Ethiopia,Ethiopian Public Health Institute,Government,Work plan between UNFPA and EPHI for 2016 EFY: Comprehensive SRH and Humanitarian program,"122,162.20"
Ethiopia,Sidama Regional State Bureau of Finance and Economic Development,Government,Workplan between UNFPA and Sidama BOFED -EFY2016 Adolescents and Youth Development,"275,504.22"
Ethiopia,DKT Ethiopia,NGO,Workplan between UNFPA and DKT Ethiopia for 2023 on HIV Prevention,"157,146.59"
Ethiopia,Afar Pastoralist Development Association,NGO,"Workplan between UNFPA and APDA for 2023 on Humanitarian, and AAFGM JP Programmes","371,394.56"
Ethiopia,Ethiopian Women Lawyers Association,NGO,Workplan between UNFPA and Ethiopian Women Lawyers Association (EWLA): SGBV/HTPs Programme,"62,842.05"
