Indicator Name,Indicator Description,Units of Measure,Name of Geography,Country,UN Standard Country or Area Code (M.49),UNFPA Region Name,Region View Code,Survey Year,Source Organization,Source Description,ld_ranking,Sex: Female
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nicaragua,Nicaragua,558,Latin American and Caribbean,,2001,SDG,Sustainable Development Goals Global Database 2023,20,173.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nicaragua,Nicaragua,558,Latin American and Caribbean,,2000,SDG,Sustainable Development Goals Global Database 2023,21,168.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,441.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,409.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,3,432
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,4,433
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,5,468.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,6,490.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,7,512.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,8,535.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,9,560.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,10,575.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,11,593.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,12,644.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,13,672.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,14,704.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,15,734.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,16,767.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,17,801.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,18,862.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,19,870.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,20,877.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Niger,Niger,562,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,21,866.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,1047.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,1122.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,3,1135.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2018,DHS,Nigeria Demographic and Health Surveys 2018,4,512
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,5,1126.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,6,1129.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,7,1113.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,8,1135.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,9,1109
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,10,1087.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,11,1069.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,12,1122.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,13,1100.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,14,1099.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,15,1080.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,16,1070.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,17,1073.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,18,1088.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,19,1083.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,20,1112
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,21,1126.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Nigeria,Nigeria,566,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,22,1147.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,1.7000000000000002
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,1.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2017,SDG,Sustainable Development Goals Global Database 2023,4,2.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,2.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,2.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,2.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,3.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,3.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,3.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2009,SDG,Sustainable Development Goals Global Database 2023,12,4.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2008,SDG,Sustainable Development Goals Global Database 2023,13,4.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2007,SDG,Sustainable Development Goals Global Database 2023,14,5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2006,SDG,Sustainable Development Goals Global Database 2023,15,5.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2005,SDG,Sustainable Development Goals Global Database 2023,16,5.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2004,SDG,Sustainable Development Goals Global Database 2023,17,5.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2003,SDG,Sustainable Development Goals Global Database 2023,18,5.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2002,SDG,Sustainable Development Goals Global Database 2023,19,5.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2001,SDG,Sustainable Development Goals Global Database 2023,20,5.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Norway,Norway,578,non-UNFPA,,2000,SDG,Sustainable Development Goals Global Database 2023,21,5.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2020,SDG,Sustainable Development Goals Global Database 2023,1,17
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2019,SDG,Sustainable Development Goals Global Database 2023,2,15.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2018,SDG,Sustainable Development Goals Global Database 2023,3,15.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2017,SDG,Sustainable Development Goals Global Database 2023,4,15.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2016,SDG,Sustainable Development Goals Global Database 2023,5,14.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2015,SDG,Sustainable Development Goals Global Database 2023,6,15.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2014,SDG,Sustainable Development Goals Global Database 2023,7,15.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2013,SDG,Sustainable Development Goals Global Database 2023,8,16.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2012,SDG,Sustainable Development Goals Global Database 2023,9,16.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2011,SDG,Sustainable Development Goals Global Database 2023,10,17.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2010,SDG,Sustainable Development Goals Global Database 2023,11,18.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2009,SDG,Sustainable Development Goals Global Database 2023,12,20.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2008,SDG,Sustainable Development Goals Global Database 2023,13,21.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2007,SDG,Sustainable Development Goals Global Database 2023,14,22.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2006,SDG,Sustainable Development Goals Global Database 2023,15,20.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2005,SDG,Sustainable Development Goals Global Database 2023,16,19.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2004,SDG,Sustainable Development Goals Global Database 2023,17,20.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2003,SDG,Sustainable Development Goals Global Database 2023,18,19.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2002,SDG,Sustainable Development Goals Global Database 2023,19,21.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2001,SDG,Sustainable Development Goals Global Database 2023,20,20
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Oman,Oman,512,Arab States,,2000,SDG,Sustainable Development Goals Global Database 2023,21,19.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2020,SDG,Sustainable Development Goals Global Database 2023,1,154.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2019,SDG,Sustainable Development Goals Global Database 2023,2,179.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2018,SDG,Sustainable Development Goals Global Database 2023,3,177.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2017,SDG,Sustainable Development Goals Global Database 2023,4,176.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2016,SDG,Sustainable Development Goals Global Database 2023,5,188
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2015,SDG,Sustainable Development Goals Global Database 2023,6,187.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2014,SDG,Sustainable Development Goals Global Database 2023,7,209.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2013,SDG,Sustainable Development Goals Global Database 2023,8,206.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2012,SDG,Sustainable Development Goals Global Database 2023,9,216
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2011,SDG,Sustainable Development Goals Global Database 2023,10,216.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2010,SDG,Sustainable Development Goals Global Database 2023,11,230.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2009,SDG,Sustainable Development Goals Global Database 2023,12,242.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2008,SDG,Sustainable Development Goals Global Database 2023,13,240.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2007,SDG,Sustainable Development Goals Global Database 2023,14,253.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2006,SDG,Sustainable Development Goals Global Database 2023,15,269.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2005,SDG,Sustainable Development Goals Global Database 2023,16,300.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2004,SDG,Sustainable Development Goals Global Database 2023,17,333.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2003,SDG,Sustainable Development Goals Global Database 2023,18,348.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2002,SDG,Sustainable Development Goals Global Database 2023,19,358.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2001,SDG,Sustainable Development Goals Global Database 2023,20,373.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Pakistan,Pakistan,586,Asia and the Pacific,,2000,SDG,Sustainable Development Goals Global Database 2023,21,387.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2020,SDG,Sustainable Development Goals Global Database 2023,1,49.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2019,SDG,Sustainable Development Goals Global Database 2023,2,51
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2018,SDG,Sustainable Development Goals Global Database 2023,3,47.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2017,SDG,Sustainable Development Goals Global Database 2023,4,49.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2016,SDG,Sustainable Development Goals Global Database 2023,5,48.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2015,SDG,Sustainable Development Goals Global Database 2023,6,48.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2014,SDG,Sustainable Development Goals Global Database 2023,7,50.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2013,SDG,Sustainable Development Goals Global Database 2023,8,51.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2012,SDG,Sustainable Development Goals Global Database 2023,9,53.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2011,SDG,Sustainable Development Goals Global Database 2023,10,53.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2010,SDG,Sustainable Development Goals Global Database 2023,11,54.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2009,SDG,Sustainable Development Goals Global Database 2023,12,54
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2008,SDG,Sustainable Development Goals Global Database 2023,13,53.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2007,SDG,Sustainable Development Goals Global Database 2023,14,53.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2006,SDG,Sustainable Development Goals Global Database 2023,15,53.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2005,SDG,Sustainable Development Goals Global Database 2023,16,53.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2004,SDG,Sustainable Development Goals Global Database 2023,17,59
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2003,SDG,Sustainable Development Goals Global Database 2023,18,61.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2002,SDG,Sustainable Development Goals Global Database 2023,19,62.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2001,SDG,Sustainable Development Goals Global Database 2023,20,63.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Panama,Panama,591,Latin American and Caribbean,,2000,SDG,Sustainable Development Goals Global Database 2023,21,65.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2020,SDG,Sustainable Development Goals Global Database 2023,1,191.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2019,SDG,Sustainable Development Goals Global Database 2023,2,189.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2018,SDG,Sustainable Development Goals Global Database 2023,3,199.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2017,SDG,Sustainable Development Goals Global Database 2023,4,209.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2017,DHS,Papua New Guinea Demographic and Health Surveys 2017,5,171
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2016,SDG,Sustainable Development Goals Global Database 2023,6,208.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2015,SDG,Sustainable Development Goals Global Database 2023,7,207.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2014,SDG,Sustainable Development Goals Global Database 2023,8,229.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2013,SDG,Sustainable Development Goals Global Database 2023,9,232.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2012,SDG,Sustainable Development Goals Global Database 2023,10,255.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2011,SDG,Sustainable Development Goals Global Database 2023,11,262.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2010,SDG,Sustainable Development Goals Global Database 2023,12,288.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2009,SDG,Sustainable Development Goals Global Database 2023,13,289.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2008,SDG,Sustainable Development Goals Global Database 2023,14,291.6
